,ALT_GEO_CODE,CENSUS_YEAR,DATA_QUALITY_FLAG,GEO_CODE,GEO_CODE (POR),GEO_LEVEL,GEO_NAME,GNR,GNR_LF,Member ID: Profile of Census Tracts (2247),Profile_of_Census_Tracts,Total-Sex,area,average,format_CODE,percentage,higer/lower,absolute
29,529020000,2016,0,5290200,,,200,4.9,5.4,742,Median total income of households in 2015 ($),93611,Peterborough,64777,5290200.00,44.51%,higher,44.51%
75,541011105,2016,1,5410111.05,,2,111.05,5.4,9,742,Median total income of households in 2015 ($),93696,Kitchener - Cambridge - Waterloo,77229,5410111.05,21.32%,higher,21.32%
9,568000401,2016,0,5680004.01,,2,4.01,2,4.1,742,Median total income of households in 2015 ($),93722,Barrie,80788,5680004.01,16.01%,higher,16.01%
158,535012900,2016,0,,5350129,2,129,3,3.1,742,Median total income of households in 2015 ($),93760,Toronto,78373,5350129.00,19.63%,higher,19.63%
977,535057622,2016,0,,5350576.22,2,576.22,2.1,2.6,742,Median total income of households in 2015 ($),93798,Toronto,78373,5350576.22,19.68%,higher,19.68%
401,535030802,2016,0,,5350308.02,2,308.02,2.8,4.2,742,Median total income of households in 2015 ($),93867,Toronto,78373,5350308.02,19.77%,higher,19.77%
989,535057645,2016,0,,5350576.45,2,576.45,1.7,4.3,742,Median total income of households in 2015 ($),93888,Toronto,78373,5350576.45,19.80%,higher,19.80%
61,535005003,2016,1,,5350050.03,2,50.03,4.4,6.6,742,Median total income of households in 2015 ($),93952,Toronto,78373,5350050.03,19.88%,higher,19.88%
567,535037825,2016,0,,5350378.25,2,378.25,1.6,5.9,742,Median total income of households in 2015 ($),93980,Toronto,78373,5350378.25,19.91%,higher,19.91%
1004,535057662,2016,0,,5350576.62,2,576.62,2.1,3.6,742,Median total income of households in 2015 ($),94037,Toronto,78373,5350576.62,19.99%,higher,19.99%
1133,535080521,2016,0,,5350805.21,2,805.21,2.4,3.4,742,Median total income of households in 2015 ($),94123,Toronto,78373,5350805.21,20.10%,higher,20.10%
1003,535057661,2016,0,,5350576.61,2,576.61,2.3,3.4,742,Median total income of households in 2015 ($),94153,Toronto,78373,5350576.61,20.13%,higher,20.13%
31,539002000,2016,0,5390020,,2,20,2.6,8.1,742,Median total income of households in 2015 ($),94208,St. Catharines - Niagara,63001,5390020.00,49.53%,higher,49.53%
904,535052843,2016,0,,5350528.43,2,528.43,1.4,2.3,742,Median total income of households in 2015 ($),94293,Toronto,78373,5350528.43,20.31%,higher,20.31%
166,537021800,2016,0,5370218,,,218,2.8,5.4,742,Median total income of households in 2015 ($),94293,Hamilton,75464,5370218.00,24.95%,higher,24.95%
54,539021000,2016,0,5390210,,2,210,4.5,4.3,742,Median total income of households in 2015 ($),94362,St. Catharines - Niagara,63001,5390210.00,49.78%,higher,49.78%
902,535052841,2016,0,,5350528.41,2,528.41,3.1,2.4,742,Median total income of households in 2015 ($),94407,Toronto,78373,5350528.41,20.46%,higher,20.46%
626,535040311,2016,0,,5350403.11,2,403.11,1.7,2.8,742,Median total income of households in 2015 ($),94427,Toronto,78373,5350403.11,20.48%,higher,20.48%
707,535042302,2016,0,,5350423.02,2,423.02,2.4,3.9,742,Median total income of households in 2015 ($),94487,Toronto,78373,5350423.02,20.56%,higher,20.56%
1002,535057660,2016,0,,5350576.6,2,576.6,1.9,3.9,742,Median total income of households in 2015 ($),94566,Toronto,78373,5350576.60,20.66%,higher,20.66%
1067,535061301,2016,0,,5350613.01,2,613.01,2.1,4.6,742,Median total income of households in 2015 ($),94683,Toronto,78373,5350613.01,20.81%,higher,20.81%
23,543010100,2016,1,5430101,,2,101,4.9,6.7,742,Median total income of households in 2015 ($),94720,Brantford,68756,5430101.00,37.76%,higher,37.76%
219,535018800,2016,0,,5350188,2,188,2.7,2.2,742,Median total income of households in 2015 ($),94805,Toronto,78373,5350188.00,20.97%,higher,20.97%
614,535040207,2016,0,,5350402.07,2,402.07,1.2,2.9,742,Median total income of households in 2015 ($),94848,Toronto,78373,5350402.07,21.02%,higher,21.02%
29,539001803,2016,0,5390018.03,,2,18.03,2.9,5.1,742,Median total income of households in 2015 ($),94848,St. Catharines - Niagara,63001,5390018.03,50.55%,higher,50.55%
992,535057649,2016,0,,5350576.49,2,576.49,2.1,2.3,742,Median total income of households in 2015 ($),94878,Toronto,78373,5350576.49,21.06%,higher,21.06%
921,535055001,2016,0,,5350550.01,2,550.01,1.8,4.6,742,Median total income of households in 2015 ($),94912,Toronto,78373,5350550.01,21.10%,higher,21.10%
984,535057640,2016,0,,5350576.4,2,576.4,2.1,3,742,Median total income of households in 2015 ($),94933,Toronto,78373,5350576.40,21.13%,higher,21.13%
193,535016600,2016,0,,5350166,2,166,4.1,4.1,742,Median total income of households in 2015 ($),94976,Toronto,78373,5350166.00,21.18%,higher,21.18%
1138,535081003,2016,0,,5350810.03,2,810.03,2.3,2.7,742,Median total income of households in 2015 ($),94976,Toronto,78373,5350810.03,21.18%,higher,21.18%
69,541010908,2016,100,5410109.08,,2,109.08,5.7,4.8,742,Median total income of households in 2015 ($),95013,Kitchener - Cambridge - Waterloo,77229,5410109.08,23.03%,higher,23.03%
77,532020301,2016,0,5320203.01,,2,203.01,1.9,3.4,742,Median total income of households in 2015 ($),95040,Oshawa,85697,5320203.01,10.90%,higher,10.90%
639,535041011,2016,0,,5350410.11,2,410.11,1.8,0,742,Median total income of households in 2015 ($),95232,Toronto,78373,5350410.11,21.51%,higher,21.51%
884,535052816,2016,0,,5350528.16,2,528.16,1.5,3.4,742,Median total income of households in 2015 ($),95232,Toronto,78373,5350528.16,21.51%,higher,21.51%
670,535041210,2016,0,,5350412.1,2,412.1,2.2,3.3,742,Median total income of households in 2015 ($),95317,Toronto,78373,5350412.10,21.62%,higher,21.62%
896,535052834,2016,0,,5350528.34,2,528.34,2.2,4.1,742,Median total income of households in 2015 ($),95415,Toronto,78373,5350528.34,21.74%,higher,21.74%
22,541000805,2016,0,5410008.05,,2,8.05,2.1,2.2,742,Median total income of households in 2015 ($),95437,Kitchener - Cambridge - Waterloo,77229,5410008.05,23.58%,higher,23.58%
987,535057643,2016,0,,5350576.43,2,576.43,1.9,5.1,742,Median total income of households in 2015 ($),95462,Toronto,78373,5350576.43,21.80%,higher,21.80%
73,541011103,2016,0,5410111.03,,2,111.03,5,1.7,742,Median total income of households in 2015 ($),95470,Kitchener - Cambridge - Waterloo,77229,5410111.03,23.62%,higher,23.62%
608,535040201,2016,0,,5350402.01,2,402.01,2.3,5.3,742,Median total income of households in 2015 ($),95488,Toronto,78373,5350402.01,21.84%,higher,21.84%
9,537000201,2016,0,5370002.01,,,2.01,2.6,3.5,742,Median total income of households in 2015 ($),95488,Hamilton,75464,5370002.01,26.53%,higher,26.53%
64,532020102,2016,1,5320201.02,,2,201.02,3,6.5,742,Median total income of households in 2015 ($),95488,Oshawa,85697,5320201.02,11.43%,higher,11.43%
41,532010104,2016,0,5320101.04,,2,101.04,2.1,3.2,742,Median total income of households in 2015 ($),95539,Oshawa,85697,5320101.04,11.48%,higher,11.48%
386,535030402,2016,0,,5350304.02,2,304.02,4.2,2.6,742,Median total income of households in 2015 ($),95573,Toronto,78373,5350304.02,21.95%,higher,21.95%
10,550000401,2016,0,5500004.01,,2,4.01,2.4,2.6,742,Median total income of households in 2015 ($),95630,Guelph,81223,5500004.01,17.74%,higher,17.74%
878,535052802,2016,0,,5350528.02,2,528.02,1.4,2.9,742,Median total income of households in 2015 ($),95637,Toronto,78373,5350528.02,22.03%,higher,22.03%
173,537022301,2016,0,5370223.01,,,223.01,2.7,1.2,742,Median total income of households in 2015 ($),95659,Hamilton,75464,5370223.01,26.76%,higher,26.76%
833,535051638,2016,0,,5350516.38,2,516.38,1.7,3.2,742,Median total income of households in 2015 ($),95671,Toronto,78373,5350516.38,22.07%,higher,22.07%
65,539024100,2016,0,5390241,,2,241,4.4,4.8,742,Median total income of households in 2015 ($),95680,St. Catharines - Niagara,63001,5390241.00,51.87%,higher,51.87%
103,535008400,2016,0,,5350084,2,84,5,2.9,742,Median total income of households in 2015 ($),95744,Toronto,78373,5350084.00,22.16%,higher,22.16%
875,535052708,2016,0,,5350527.08,2,527.08,1.6,5.5,742,Median total income of households in 2015 ($),95744,Toronto,78373,5350527.08,22.16%,higher,22.16%
4,550000106,2016,0,5500001.06,,2,1.06,4.7,3.6,742,Median total income of households in 2015 ($),95744,Guelph,81223,5500001.06,17.88%,higher,17.88%
30,535002400,2016,0,,5350024,2,24,3.5,4.2,742,Median total income of households in 2015 ($),95772,Toronto,78373,5350024.00,22.20%,higher,22.20%
1008,535057666,2016,0,,5350576.66,2,576.66,2.1,4.6,742,Median total income of households in 2015 ($),95974,Toronto,78373,5350576.66,22.46%,higher,22.46%
762,535047301,2016,0,,5350473.01,2,473.01,2.3,3.2,742,Median total income of households in 2015 ($),96096,Toronto,78373,5350473.01,22.61%,higher,22.61%
32,568010100,2016,0,5680101,,2,101,4.2,5.3,742,Median total income of households in 2015 ($),96102,Barrie,80788,5680101.00,18.96%,higher,18.96%
842,535051648,2016,0,,5350516.48,2,516.48,1.5,1.4,742,Median total income of households in 2015 ($),96110,Toronto,78373,5350516.48,22.63%,higher,22.63%
876,535052709,2016,0,,5350527.09,2,527.09,1.5,3.7,742,Median total income of households in 2015 ($),96128,Toronto,78373,5350527.09,22.65%,higher,22.65%
34,535002801,2016,0,,5350028.01,2,28.01,3.3,0.9,742,Median total income of households in 2015 ($),96154,Toronto,78373,5350028.01,22.69%,higher,22.69%
187,537030000,2016,0,5370300,,,300,3.8,3.9,742,Median total income of households in 2015 ($),96171,Hamilton,75464,5370300.00,27.44%,higher,27.44%
12,550000403,2016,0,5500004.03,,2,4.03,2.1,5.5,742,Median total income of households in 2015 ($),96213,Guelph,81223,5500004.03,18.46%,higher,18.46%
825,535051625,2016,0,,5350516.25,2,516.25,1.6,2.8,742,Median total income of households in 2015 ($),96256,Toronto,78373,5350516.25,22.82%,higher,22.82%
1127,535080515,2016,0,,5350805.15,2,805.15,2.4,3.9,742,Median total income of households in 2015 ($),96284,Toronto,78373,5350805.15,22.85%,higher,22.85%
1012,535057670,2016,0,,5350576.7,2,576.7,2.2,3.9,742,Median total income of households in 2015 ($),96287,Toronto,78373,5350576.70,22.86%,higher,22.86%
20,550000906,2016,0,5500009.06,,2,9.06,2.3,1.3,742,Median total income of households in 2015 ($),96384,Guelph,81223,5500009.06,18.67%,higher,18.67%
879,535052810,2016,0,,5350528.1,2,528.1,1.8,5.6,742,Median total income of households in 2015 ($),96416,Toronto,78373,5350528.10,23.02%,higher,23.02%
123,537012100,2016,0,5370121,,,121,2.9,3.8,742,Median total income of households in 2015 ($),96427,Hamilton,75464,5370121.00,27.78%,higher,27.78%
65,541010901,2016,0,5410109.01,,2,109.01,2.3,2.9,742,Median total income of households in 2015 ($),96582,Kitchener - Cambridge - Waterloo,77229,5410109.01,25.06%,higher,25.06%
1016,535058503,2016,0,,5350585.03,2,585.03,2.4,6.5,742,Median total income of households in 2015 ($),96768,Toronto,78373,5350585.03,23.47%,higher,23.47%
101,535008200,2016,0,,5350082,2,82,2.5,0,742,Median total income of households in 2015 ($),96832,Toronto,78373,5350082.00,23.55%,higher,23.55%
793,535050800,2016,0,,5350508,2,508,2.3,4,742,Median total income of households in 2015 ($),96853,Toronto,78373,5350508.00,23.58%,higher,23.58%
19,550000905,2016,0,5500009.05,,2,9.05,1.9,3.3,742,Median total income of households in 2015 ($),96896,Guelph,81223,5500009.05,19.30%,higher,19.30%
12,541000211,2016,0,5410002.11,,2,2.11,2.3,1.9,742,Median total income of households in 2015 ($),96985,Kitchener - Cambridge - Waterloo,77229,5410002.11,25.58%,higher,25.58%
212,535018302,2016,0,,5350183.02,2,183.02,1.9,0.2,742,Median total income of households in 2015 ($),97024,Toronto,78373,5350183.02,23.80%,higher,23.80%
970,535057606,2016,0,,5350576.06,2,576.06,2.5,2.1,742,Median total income of households in 2015 ($),97024,Toronto,78373,5350576.06,23.80%,higher,23.80%
890,535052824,2016,0,,5350528.24,2,528.24,2.1,6.4,742,Median total income of households in 2015 ($),97075,Toronto,78373,5350528.24,23.86%,higher,23.86%
237,535020200,2016,1,,5350202,2,202,2.5,6.4,742,Median total income of households in 2015 ($),97195,Toronto,78373,5350202.00,24.02%,higher,24.02%
655,535041121,2016,0,,5350411.21,2,411.21,2.3,6.6,742,Median total income of households in 2015 ($),97195,Toronto,78373,5350411.21,24.02%,higher,24.02%
99,541013000,2016,0,5410130,,2,130,2.8,4.4,742,Median total income of households in 2015 ($),97216,Kitchener - Cambridge - Waterloo,77229,5410130.00,25.88%,higher,25.88%
3,537000104,2016,0,5370001.04,,,1.04,3,4.6,742,Median total income of households in 2015 ($),97243,Hamilton,75464,5370001.04,28.86%,higher,28.86%
696,535042101,2016,0,,5350421.01,2,421.01,2.6,3.8,742,Median total income of households in 2015 ($),97365,Toronto,78373,5350421.01,24.23%,higher,24.23%
995,535057653,2016,0,,5350576.53,2,576.53,1.7,0.2,742,Median total income of households in 2015 ($),97365,Toronto,78373,5350576.53,24.23%,higher,24.23%
994,535057652,2016,0,,5350576.52,2,576.52,1.8,3.8,742,Median total income of households in 2015 ($),97382,Toronto,78373,5350576.52,24.25%,higher,24.25%
871,535052704,2016,0,,5350527.04,2,527.04,1.9,3.1,742,Median total income of households in 2015 ($),97426,Toronto,78373,5350527.04,24.31%,higher,24.31%
129,537013003,2016,0,5370130.03,,,130.03,9.7,5,742,Median total income of households in 2015 ($),97463,Hamilton,75464,5370130.03,29.15%,higher,29.15%
974,535057616,2016,0,,5350576.16,2,576.16,1.9,4,742,Median total income of households in 2015 ($),97485,Toronto,78373,5350576.16,24.39%,higher,24.39%
88,535007100,2016,0,,5350071,2,71,2.7,3.7,742,Median total income of households in 2015 ($),97536,Toronto,78373,5350071.00,24.45%,higher,24.45%
800,535051301,2016,0,,5350513.01,2,513.01,2.4,3.4,742,Median total income of households in 2015 ($),97536,Toronto,78373,5350513.01,24.45%,higher,24.45%
907,535052846,2016,0,,5350528.46,2,528.46,1.8,2.9,742,Median total income of households in 2015 ($),97536,Toronto,78373,5350528.46,24.45%,higher,24.45%
174,537022302,2016,0,5370223.02,,,223.02,2,0.9,742,Median total income of households in 2015 ($),97587,Hamilton,75464,5370223.02,29.32%,higher,29.32%
877,535052801,2016,0,,5350528.01,2,528.01,1.6,2.1,742,Median total income of households in 2015 ($),97650,Toronto,78373,5350528.01,24.60%,higher,24.60%
659,535041125,2016,0,,5350411.25,2,411.25,1.8,3.2,742,Median total income of households in 2015 ($),97707,Toronto,78373,5350411.25,24.67%,higher,24.67%
39,532010102,2016,0,5320101.02,,2,101.02,2,3.1,742,Median total income of households in 2015 ($),97755,Oshawa,85697,5320101.02,14.07%,higher,14.07%
776,535048402,2016,0,,5350484.02,2,484.02,3.8,4.4,742,Median total income of households in 2015 ($),97856,Toronto,78373,5350484.02,24.86%,higher,24.86%
1075,535062006,2016,0,,5350620.06,2,620.06,1.7,1.1,742,Median total income of households in 2015 ($),97865,Toronto,78373,5350620.06,24.87%,higher,24.87%
188,537030100,2016,0,5370301,,,301,2.4,3.3,742,Median total income of households in 2015 ($),97894,Hamilton,75464,5370301.00,29.72%,higher,29.72%
4,543000203,2016,0,5430002.03,,2,2.03,3.7,3.2,742,Median total income of households in 2015 ($),97920,Brantford,68756,5430002.03,42.42%,higher,42.42%
993,535057650,2016,0,,5350576.5,2,576.5,1.5,1.8,742,Median total income of households in 2015 ($),97952,Toronto,78373,5350576.50,24.98%,higher,24.98%
103,537008007,2016,0,5370080.07,,,80.07,2.2,5.6,742,Median total income of households in 2015 ($),97984,Hamilton,75464,5370080.07,29.84%,higher,29.84%
1132,535080520,2016,0,,5350805.2,2,805.2,1.9,2.5,742,Median total income of households in 2015 ($),98001,Toronto,78373,5350805.20,25.04%,higher,25.04%
908,535052847,2016,0,,5350528.47,2,528.47,1.9,2.5,742,Median total income of households in 2015 ($),98016,Toronto,78373,5350528.47,25.06%,higher,25.06%
147,535012100,2016,0,,5350121,2,121,5.7,3.3,742,Median total income of households in 2015 ($),98048,Toronto,78373,5350121.00,25.10%,higher,25.10%
67,532020208,2016,0,5320202.08,,2,202.08,5,4.2,742,Median total income of households in 2015 ($),98048,Oshawa,85697,5320202.08,14.41%,higher,14.41%
11,541000210,2016,0,5410002.1,,2,2.1,2.1,5.1,742,Median total income of households in 2015 ($),98121,Kitchener - Cambridge - Waterloo,77229,5410002.10,27.05%,higher,27.05%
33,532001601,2016,0,5320016.01,,2,16.01,3.1,3.4,742,Median total income of households in 2015 ($),98133,Oshawa,85697,5320016.01,14.51%,higher,14.51%
17,550000903,2016,0,5500009.03,,2,9.03,1.6,0,742,Median total income of households in 2015 ($),98150,Guelph,81223,5500009.03,20.84%,higher,20.84%
5,537000106,2016,0,5370001.06,,,1.06,1.8,2.7,742,Median total income of households in 2015 ($),98208,Hamilton,75464,5370001.06,30.14%,higher,30.14%
405,535031001,2016,0,,5350310.01,2,310.01,3.3,2.6,742,Median total income of households in 2015 ($),98304,Toronto,78373,5350310.01,25.43%,higher,25.43%
1082,535062013,2016,0,,5350620.13,2,620.13,3.7,5.1,742,Median total income of households in 2015 ($),98304,Toronto,78373,5350620.13,25.43%,higher,25.43%
1124,535080510,2016,0,,5350805.1,2,805.1,2.1,4.4,742,Median total income of households in 2015 ($),98304,Toronto,78373,5350805.10,25.43%,higher,25.43%
165,537021702,2016,0,5370217.02,,,217.02,4,2.1,742,Median total income of households in 2015 ($),98361,Hamilton,75464,5370217.02,30.34%,higher,30.34%
1009,535057667,2016,0,,5350576.67,2,576.67,1.3,2.5,742,Median total income of households in 2015 ($),98432,Toronto,78373,5350576.67,25.59%,higher,25.59%
102,537008006,2016,0,5370080.06,,,80.06,3.7,2.9,742,Median total income of households in 2015 ($),98432,Hamilton,75464,5370080.06,30.44%,higher,30.44%
986,535057642,2016,0,,5350576.42,2,576.42,2,2.5,742,Median total income of households in 2015 ($),98458,Toronto,78373,5350576.42,25.63%,higher,25.63%
3,568000104,2016,0,5680001.04,,2,1.04,2.5,2.9,742,Median total income of households in 2015 ($),98475,Barrie,80788,5680001.04,21.89%,higher,21.89%
925,535056202,2016,0,,5350562.02,2,562.02,2.3,0.9,742,Median total income of households in 2015 ($),98487,Toronto,78373,5350562.02,25.66%,higher,25.66%
117,537010002,2016,1,5370100.02,,,100.02,3.6,8.9,742,Median total income of households in 2015 ($),98560,Hamilton,75464,5370100.02,30.61%,higher,30.61%
